Price,Close,High,Low,Open,Volume,RSI,Position,Signal,Returns,Strategy_Returns
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,,,,,
Date,,,,,,,,,,
2017-04-23,1321.7900390625,1331.280029296875,1203.93994140625,1231.9200439453125,2466335984,69.06762699726445,0,0,0.07313416387120619,0.0
2017-04-30,1578.800048828125,1618.030029296875,1314.9200439453125,1321.8699951171875,4649987904,75.16673027845603,0,-1,0.1944408734899481,0.0
2017-05-07,1804.9100341796875,1873.9300537109375,1559.760009765625,1579.469970703125,6624101952,77.01182371413583,0,-1,0.14321635315339276,0.0
2017-05-14,2084.72998046875,2084.72998046875,1661.9100341796875,1800.8599853515625,6205447008,82.69846259110619,0,-1,0.15503262821420227,0.0
2017-05-21,2038.8699951171875,2763.7099609375,1855.8299560546875,2067.030029296875,12064870016,79.87215586981324,0,-1,-0.0219980456851544,-0.0
2017-05-28,2515.35009765625,2581.909912109375,2054.080078125,2054.080078125,9615725056,83.7008193003876,0,-1,0.23369812870863105,0.0
2017-06-04,2947.7099609375,2999.909912109375,2452.5400390625,2547.7900390625,10980759936,85.92200403909266,0,-1,0.17188854294442502,0.0
2017-06-11,2655.8798828125,2997.260009765625,2212.9599609375,2942.409912109375,12555650048,78.81277499058234,0,-1,-0.09900230415891575,-0.0
2017-06-18,2608.719970703125,2772.010009765625,2516.330078125,2655.35009765625,9148278912,83.86938100169141,0,-1,-0.017756794053289005,-0.0
2017-06-25,2434.550048828125,2682.260009765625,2332.989990234375,2607.25,8088205952,78.25583961005393,0,-1,-0.06676451433307973,-0.0
2017-07-02,2571.340087890625,2916.139892578125,2394.840087890625,2436.39990234375,6107640000,78.49748508269967,0,-1,0.056186989923803,0.0
2017-07-09,1998.8599853515625,2635.489990234375,1990.4100341796875,2572.610107421875,6798107008,63.303770753447736,0,0,-0.22263881204788094,-0.0
2017-07-16,2810.1201171875,2900.699951171875,1843.030029296875,1991.97998046875,10058020096,70.99164303769865,0,0,0.40586140989422614,0.0
2017-07-23,2726.449951171875,2897.449951171875,2450.800048828125,2808.10009765625,7309757952,69.04088410312562,0,0,-0.029774587037712075,-0.0
2017-07-30,3252.909912109375,3290.010009765625,2644.85009765625,2724.389892578125,7738754880,72.1384557263464,0,0,0.19309357236182478,0.0
2017-08-06,3884.7099609375,3949.919921875,3155.60009765625,3257.610107421875,11564919936,74.34320182893728,0,0,0.19422611320287975,0.0
2017-08-13,4193.7001953125,4484.7001953125,3857.800048828125,3880.0400390625,19623159808,74.78445193091692,0,0,0.07954010401858458,0.0
2017-08-20,4352.39990234375,4455.7001953125,3674.580078125,4189.31005859375,16322049920,74.13436539425922,0,0,0.037842406381036975,0.0
2017-08-27,4578.77001953125,4975.0400390625,4224.64013671875,4345.10009765625,15186869888,76.03145855285442,0,-1,0.05201041316667632,0.0
2017-09-03,4226.06005859375,4714.080078125,3998.110107421875,4585.27001953125,15722330240,67.98948286553687,0,0,-0.07703159569774776,-0.0
2017-09-10,3625.0400390625,4344.64990234375,2946.6201171875,4229.33984375,16003139968,56.878667661660515,0,0,-0.1422175764655942,-0.0
2017-09-17,3792.39990234375,4094.070068359375,3445.639892578125,3606.280029296875,9494593984,61.84136471375643,0,0,0.046167728212053616,0.0
2017-09-24,4338.7099609375,4358.43017578125,3666.89990234375,3796.14990234375,9159665024,66.32654297884639,0,0,0.14405391642799148,0.0
2017-10-01,4426.89013671875,4470.22998046875,4164.0498046875,4341.0498046875,8183368064,69.11264043201751,0,0,0.020324054056426455,0.0
2017-10-08,5831.7900390625,5840.2998046875,4405.64013671875,4429.669921875,14178150016,75.15697581677269,0,-1,0.3173559449083312,0.0
2017-10-15,6031.60009765625,6194.8798828125,5151.43994140625,5835.9599609375,14547019776,83.01443662020391,0,-1,0.03426221747617486,0.0
2017-10-22,5753.08984375,6076.259765625,5397.8798828125,6036.66015625,14158250112,76.39533909056806,0,-1,-0.04617518558872513,-0.0
2017-10-29,7379.9501953125,7492.85986328125,5724.580078125,5754.43994140625,20320320512,82.68834541594894,0,-1,0.28278027907557823,0.0
2017-11-05,6357.60009765625,7776.419921875,6204.22021484375,7404.52001953125,25764030208,70.38838224912995,0,0,-0.13853075841969953,-0.0
2017-11-12,7790.14990234375,8004.58984375,5519.009765625,6295.4501953125,36061259776,73.20627467665068,0,0,0.22532870622290546,0.0
2017-11-19,8790.919921875,8790.919921875,7694.10009765625,7766.02978515625,28174760192,75.24169556225156,0,-1,0.12846607986710978,0.0
2017-11-26,11074.599609375,11517.400390625,8775.58984375,8789.0400390625,49278829568,79.9259729655858,0,-1,0.25977710043944047,0.0
2017-12-03,15178.2001953125,18353.400390625,10862.0,11082.7001953125,85290278400,85.07744784791501,0,-1,0.3705416656746372,0.0
2017-12-10,19497.400390625,19716.69921875,13226.599609375,15168.400390625,93995898880,90.02951353340788,0,-1,0.2845660315276646,0.0
2017-12-17,14699.2001953125,20089.0,11833.0,19475.80078125,118998898688,73.79259694674325,0,0,-0.24609435612860653,-0.0
2017-12-24,12952.2001953125,16930.900390625,12350.099609375,14608.2001953125,87993499648,68.42875677585212,0,0,-0.11885000386327882,-0.0
2017-12-31,17527.0,17712.400390625,12755.599609375,12897.7001953125,120084699136,72.83258707504793,0,0,0.35320638468382803,0.0
2018-01-07,14360.2001953125,17579.599609375,13105.900390625,17527.30078125,110804100096,65.54069354082554,0,0,-0.1806812235229931,-0.0
2018-01-14,12899.2001953125,14511.7998046875,9402.2900390625,14370.7998046875,99081799680,61.03760935304821,0,0,-0.10173952870635494,-0.0
2018-01-21,11440.7001953125,12895.900390625,10129.7001953125,12889.2001953125,66276818944,58.128161971602076,0,0,-0.11306902582456324,-0.0
2018-01-28,9174.91015625,12040.2998046875,7796.490234375,11475.2998046875,62086830080,54.85211785173923,0,0,-0.19804644824019102,-0.0
2018-02-04,8621.900390625,9334.8701171875,6048.259765625,9175.7001953125,63440451072,51.81639382417787,0,0,-0.06027413415577554,-0.0
2018-02-11,11112.7001953125,11139.5,7931.10009765625,8616.1298828125,51004749824,56.668078507401376,0,0,0.28889220378791025,0.0
2018-02-18,9813.0703125,11958.5,9546.9697265625,11123.400390625,58425489408,52.84735657286815,0,0,-0.11694996355257592,-0.0
2018-02-25,11489.7001953125,11528.2001953125,9407.0595703125,9796.419921875,48525440000,53.72773714654494,0,0,0.17085680927780467,0.0
2018-03-04,8866.0,11704.099609375,8513.0302734375,11497.400390625,49459369984,46.97772222636191,0,0,-0.22835236348315702,-0.0
2018-03-11,7916.8798828125,9937.5,7783.0498046875,8852.7802734375,41733099520,39.124608751104276,0,0,-0.10705167123702908,-0.0
2018-03-18,8668.1201171875,9177.3701171875,7397.990234375,7890.52001953125,42922330112,31.83995091807367,0,0,0.09489094763278372,0.0
2018-03-25,6973.52978515625,8682.009765625,6683.93017578125,8612.8095703125,38008469504,35.53928191648575,0,0,-0.1954968677315797,-0.0
2018-04-01,6911.08984375,7530.93994140625,6526.8701171875,7003.06005859375,32683980544,37.931320261255316,0,0,-0.00895385024943307,-0.0
2018-04-08,7986.240234375,8183.9599609375,6661.990234375,6919.97998046875,39323340288,27.84145688367137,0,0,0.15556886322311447,0.0
2018-04-15,8895.580078125,8997.5703125,7881.72021484375,7999.330078125,47356449792,35.82160497790477,0,0,0.11386332204683103,0.0
2018-04-22,9348.48046875,9745.3203125,8727.08984375,8925.0595703125,59659319808,40.27884062096933,0,0,0.050912968760600696,0.0
2018-04-29,9858.150390625,9964.5,8891.0498046875,9346.41015625,58875169280,45.42985785254412,0,0,0.054519012322774785,0.0
2018-05-06,8504.8896484375,9940.1396484375,8223.5,9845.3095703125,51475660288,47.95743905803097,0,0,-0.1372732904819992,-0.0
2018-05-13,8247.1796875,8881.1201171875,7974.81982421875,8515.490234375,43035579904,48.83671775382245,0,0,-0.030301387976838234,-0.0
2018-05-20,7355.8798828125,8562.41015625,7331.14013671875,8246.990234375,36942770176,37.051413943009294,0,0,-0.1080732854697487,-0.0
2018-05-27,7643.4501953125,7695.830078125,7090.68017578125,7362.080078125,34670210304,41.96116754554929,0,0,0.03909393805789674,0.0
2018-06-03,7531.97998046875,7754.89013671875,7397.0,7632.08984375,32057529600,33.41199258875996,0,0,-0.014583756287456562,-0.0
2018-06-10,6550.16015625,7499.5498046875,6285.6298828125,7499.5498046875,32545109760,38.74448905138591,0,0,-0.1303534829838524,-0.0
2018-06-17,6162.47998046875,6822.5,6006.60009765625,6545.52978515625,27129189888,40.9810082654677,0,0,-0.05918636591066173,-0.0
2018-06-24,6404.0,6465.509765625,5826.41015625,6164.27978515625,28621590272,37.716924486014264,0,0,0.039192016898508264,0.0
2018-07-01,6856.93017578125,6863.990234375,6289.2900390625,6411.68017578125,31308469760,49.268946123488206,0,0,0.07072613613073853,0.0
2018-07-08,6276.1201171875,6885.91015625,6136.419921875,6857.7998046875,25300870144,46.26186347493327,0,0,-0.08470409406313884,-0.0
2018-07-15,7419.2900390625,7594.669921875,6256.509765625,6272.7001953125,33851729920,46.688820399289625,0,0,0.18214595969002678,0.0
2018-07-22,8192.150390625,8424.26953125,7383.81982421875,7417.7998046875,36034749952,45.82518050591733,0,0,0.10416904413945227,0.0
2018-07-29,7032.85009765625,8272.259765625,6984.06982421875,8205.8203125,32853390016,37.32005164585743,0,0,-0.1415135511056339,-0.0
2018-08-05,6295.72998046875,7166.5498046875,6109.02978515625,7031.080078125,30195810000,30.966970956712302,0,0,-0.10481100932794674,-0.0
2018-08-12,6423.759765625,6617.35009765625,5971.0498046875,6283.64990234375,33252310000,37.20610218659085,0,0,0.020335971452625445,0.0
2018-08-19,6763.18994140625,6816.7900390625,6297.93017578125,6422.56982421875,25858160000,40.967816692752876,0,0,0.05283979914653991,0.0
2018-08-26,7193.25,7242.2900390625,6620.75,6754.64013671875,29195270000,48.95128529941704,0,0,0.06358834548779924,0.0
2018-09-02,6225.97998046875,7388.43017578125,6197.52001953125,7189.580078125,32114610000,41.59616377009647,0,0,-0.13446912307110837,-0.0
2018-09-09,6543.2001953125,6596.10009765625,6201.22021484375,6223.3798828125,26803560000,44.27737892543008,0,0,0.05095104960807584,0.0
2018-09-16,6721.97998046875,6814.56005859375,6208.33984375,6536.68017578125,31185650000,51.09632371226743,0,0,0.027322988724130193,0.0
2018-09-23,6601.9599609375,6785.02978515625,6381.85986328125,6715.31982421875,31523220000,52.903341225422864,0,0,-0.017854861198631666,-0.0
2018-09-30,6588.31005859375,6653.2998046875,6454.02978515625,6604.7099609375,26639470000,51.25540678636124,0,0,-0.0020675530334194336,-0.0
2018-10-07,6285.990234375,6675.06005859375,6236.47021484375,6590.68017578125,26683720000,46.029647265304256,0,0,-0.04588730972435118,-0.0
2018-10-14,6489.18994140625,6965.06005859375,6258.68017578125,6288.490234375,29501390000,51.5638312519975,0,0,0.03232580698583498,0.0
2018-10-21,6480.3798828125,6556.3798828125,6447.02978515625,6490.08984375,23997140000,41.73213693582629,0,0,-0.0013576515209602347,-0.0
2018-10-28,6361.259765625,6547.14013671875,6306.990234375,6482.66015625,27300350000,31.779753752929594,0,0,-0.01838165652964796,-0.0
2018-11-04,6409.22021484375,6552.16015625,6294.56982421875,6365.47021484375,30923520000,42.03128751339563,0,0,0.0075394577467058355,0.0
2018-11-11,5554.330078125,6434.2099609375,5358.3798828125,6413.6298828125,36752180000,40.803225004200485,0,0,-0.13338442245108462,-0.0
2018-11-18,3880.760009765625,5653.60986328125,3795.159912109375,5559.740234375,39868010000,27.198146522626203,0,0,-0.30130907684988173,-0.0
2018-11-25,4214.671875,4413.0205078125,3585.06005859375,3880.780029296875,44508218577,27.126030396104397,0,0,0.08604290509954549,0.0
2018-12-02,3476.11474609375,4301.51953125,3280.228759765625,4200.7333984375,38701792756,18.38783236678337,1,1,-0.17523478714609309,-0.0
2018-12-09,3236.76171875,3685.3056640625,3191.303466796875,3473.2275390625,31072371284,20.986138375486604,1,1,-0.06885648053267535,-0.06885648053267535
2018-12-16,4014.1826171875,4198.4296875,3233.81982421875,3236.274658203125,43614479722,27.46601451853607,1,0,0.24018477910623925,0.24018477910623925
2018-12-23,3820.40869140625,4271.79248046875,3642.632080078125,4020.99462890625,40630431833,24.215392978454148,1,1,-0.04827232447063301,-0.04827232447063301
2018-12-30,3845.194580078125,3947.981201171875,3707.231201171875,3822.384765625,33517267717,25.08041582607997,1,0,0.006487758424283063,0.006487758424283063
2019-01-06,3661.301025390625,4109.02099609375,3653.06982421875,3836.51904296875,38439179151,24.331537166170023,1,1,-0.047824252026216985,-0.047824252026216985
2019-01-13,3728.568359375,3758.533447265625,3544.92724609375,3658.8681640625,37687409893,26.608293694359503,1,0,0.01837252209471041,0.01837252209471041
2019-01-20,3602.46044921875,3743.387939453125,3539.721435546875,3725.446044921875,36961115644,23.218563163140473,1,1,-0.03382207271033888,-0.03382207271033888
2019-01-27,3521.060791015625,3612.67138671875,3400.81982421875,3604.687255859375,40657704148,22.909990751551433,1,1,-0.022595573039747796,-0.022595573039747796
2019-02-03,3671.20361328125,3695.614013671875,3391.023681640625,3516.1396484375,39985821482,25.513934328230846,1,0,0.0426413604243161,0.0426413604243161
2019-02-10,3629.78759765625,3695.613037109375,3607.69775390625,3673.201416015625,43776342393,24.670212663705556,1,1,-0.011281318060150647,-0.011281318060150647
2019-02-17,4142.52685546875,4166.2861328125,3619.18212890625,3633.359375,60098641418,36.27809009960224,1,0,0.14125874972507346,0.14125874972507346
2019-02-24,3864.4150390625,4210.6416015625,3787.058837890625,4145.4580078125,59985354047,49.78200201270992,1,0,-0.06713579081306409,-0.06713579081306409
2019-03-03,3963.313720703125,3987.23779296875,3733.749755859375,3862.26611328125,66651059865,46.42334088780344,1,0,0.025592148007119286,0.025592148007119286
2019-03-10,4048.725830078125,4077.036376953125,3863.55908203125,3966.17431640625,68849408578,60.00815360177293,1,0,0.021550680918553944,0.021550680918553944
2019-03-17,4035.826416015625,4097.35986328125,4005.1513671875,4047.719482421875,67052415110,65.16672386486447,1,0,-0.0031860428697516596,-0.0031860428697516596
2019-03-24,4106.66015625,4296.806640625,3934.03125,4035.16357421875,71114750213,52.39867189916242,1,0,0.017551235591620307,0.017551235591620307
2019-03-31,5059.8173828125,5307.00341796875,4094.100830078125,4105.4560546875,115436786833,73.0624955706864,1,0,0.23210034195594997,0.23210034195594997
2019-04-07,5096.58642578125,5421.6513671875,4955.8525390625,5062.7939453125,105090336997,73.18209188839057,1,0,0.007266871546322884,0.007266871546322884
2019-04-14,5337.88623046875,5358.49072265625,5024.0693359375,5095.7587890625,86945624528,80.41198398042803,0,-1,0.047345376793156424,0.047345376793156424
2019-04-21,5268.291015625,5642.04443359375,5177.36865234375,5335.87890625,106502483501,77.90583411961833,0,-1,-0.013037972680365328,-0.0
2019-04-28,5831.16748046875,5886.8935546875,5216.48779296875,5271.74658203125,105046997217,84.8720274417147,0,-1,0.1068423257512423,0.0
2019-05-05,7204.771484375,7333.0029296875,5653.6875,5831.068359375,128965099968,91.04179248146282,0,-1,0.2355624338534399,0.0
2019-05-12,7271.2080078125,8320.82421875,6815.77099609375,7203.50732421875,201414700056,90.8715268142012,0,-1,0.00922118398641536,0.0
2019-05-19,8052.5439453125,8261.94140625,7267.962890625,7267.962890625,172225592529,92.98972391535939,0,-1,0.10745613887823025,0.0
2019-05-26,8564.0166015625,9008.314453125,7924.67041015625,8055.2060546875,179428231940,92.98799734719678,0,-1,0.06351690344362981,0.0
2019-06-02,7954.1279296875,8809.3037109375,7564.48876953125,8565.4736328125,143780139588,87.35252727187427,0,-1,-0.07121526034451242,-0.0
2019-06-09,8838.375,8859.1279296875,7583.2197265625,7949.6748046875,128313317758,88.93925976945238,0,-1,0.11116832393557452,0.0
2019-06-16,10701.69140625,11157.345703125,8814.556640625,8841.4404296875,138772560000,91.38583762843894,0,-1,0.21082115278543845,0.0
2019-06-23,11959.37109375,13796.4892578125,10491.8525390625,10696.69140625,215244590690,92.67995717438582,0,-1,0.11752158044526406,0.0
2019-06-30,11208.55078125,12178.3837890625,9737.884765625,11931.9912109375,189298250884,85.64311829939601,0,-1,-0.06278091938232278,-0.0
2019-07-07,11392.37890625,13129.529296875,10908.4794921875,11217.6162109375,177819728373,84.44166472094284,0,-1,0.01640070412202732,0.0
2019-07-14,10767.1396484375,11451.2041015625,9163.134765625,11381.0205078125,162712233940,78.98569740553978,0,-1,-0.05488223864020936,-0.0
2019-07-21,9477.677734375,10841.8876953125,9411.521484375,10777.529296875,115851122806,69.1129598206627,0,0,-0.11975900342758383,-0.0
2019-07-28,10821.7265625,10946.78125,9252.296875,9491.626953125,107998581197,72.94001222129549,0,0,0.14181204149305593,0.0
2019-08-04,11354.0244140625,12273.8212890625,10620.2783203125,10821.6328125,142183917057,72.8714782622692,0,0,0.049187885915270346,0.0
2019-08-11,10231.744140625,11528.189453125,9675.31640625,11349.740234375,122999269447,62.80190383517718,0,0,-0.09884427164411436,-0.0
2019-08-18,10159.9609375,10947.0419921875,9831.462890625,10233.005859375,111739808807,62.21181160320735,0,0,-0.007015734769987625,-0.0
2019-08-25,9630.6640625,10512.328125,9421.6298828125,10160.7373046875,107054859422,56.81654420892705,0,0,-0.05209634941079222,-0.0
2019-09-01,10517.2548828125,10898.76171875,9582.9443359375,9630.5927734375,114216221678,58.172012187358995,0,0,0.09205915755744387,0.0
2019-09-08,10358.048828125,10595.6376953125,9980.7763671875,10518.1142578125,104503525650,60.451742126148915,0,0,-0.015137605436155943,-0.0
2019-09-15,10019.716796875,10387.03515625,9851.6923828125,10356.4658203125,106774621281,55.392195581702985,0,0,-0.03266368375589557,-0.0
2019-09-22,8245.9150390625,10074.4443359375,7895.62939453125,10024.115234375,124900491329,38.6983357660507,0,0,-0.17703112710388402,-0.0
2019-09-29,8151.50048828125,8497.6923828125,7830.7587890625,8246.037109375,97589935983,30.374637283362176,0,0,-0.011449857333478475,-0.0
2019-10-06,8336.5556640625,8721.7802734375,7905.76611328125,8149.876953125,117903462654,34.281363162717426,0,0,0.02270197689950315,0.0
2019-10-13,7988.560546875,8470.98828125,7902.1640625,8336.90234375,104014204040,31.699515037227243,0,0,-0.04174327278682355,-0.0
2019-10-20,9244.97265625,10021.744140625,7446.98876953125,7997.80712890625,159589285069,42.33626732170883,0,0,0.15727640818426147,0.0
2019-10-27,9324.7177734375,9805.1181640625,9028.7177734375,9241.70703125,191825717710,49.12306269364665,0,0,0.008625781833285329,0.0
2019-11-03,8813.58203125,9505.0517578125,8775.5341796875,9324.787109375,161247033575,37.27144855067683,0,0,-0.054815143429169266,-0.0
2019-11-10,8550.7607421875,9103.826171875,8473.9736328125,8812.4892578125,136085941412,31.60315355979698,0,0,-0.029820030962510402,-0.0
2019-11-17,7397.796875,8727.7890625,6936.70654296875,8549.470703125,159861507397,31.476388213517865,0,0,-0.13483757784252337,-0.0
2019-11-24,7569.6298828125,7836.10205078125,6617.1669921875,7398.6337890625,174157673850,33.287331735973396,0,0,0.023227592040704792,0.0
2019-12-01,7556.23779296875,7743.431640625,7170.9228515625,7571.6162109375,124638547974,35.661372232757984,0,0,-0.0017691868758548113,-0.0
2019-12-08,7124.673828125,7634.6064453125,7097.208984375,7551.3388671875,121071298136,24.9760637684834,1,1,-0.057113602915637496,-0.0
2019-12-15,7191.15869140625,7346.6025390625,6540.04931640625,7124.23974609375,159145694513,26.31682997236436,1,0,0.009331636069962679,0.009331636069962679
2019-12-22,7317.990234375,7656.17626953125,7167.17919921875,7191.1884765625,162447497307,29.13547497472412,1,0,0.017637149785099115,0.017637149785099115
2019-12-29,7410.65673828125,7513.9482421875,6914.99609375,7317.6474609375,152410836255,41.287258285847116,1,0,0.012662835141671103,0.012662835141671103
2020-01-05,8037.53759765625,8396.73828125,7400.53564453125,7410.45166015625,181722925680,48.93008288103272,1,0,0.08459180900077579,0.08459180900077579
2020-01-12,8942.80859375,9012.1982421875,8009.05908203125,8033.26171875,230354861704,55.01367204314709,1,0,0.1126303902276895,0.1126303902276895
2020-01-19,8367.84765625,9164.3623046875,8266.8408203125,8941.4453125,177153244066,53.02318948787221,1,0,-0.0642931056247622,-0.0642931056247622
2020-01-26,9392.875,9553.1259765625,8325.498046875,8364.41015625,203640298773,51.22403733502992,1,0,0.12249593752873844,0.12249593752873844
2020-02-02,9865.119140625,9876.7490234375,9112.8115234375,9389.8203125,234208663682,54.199525081221125,1,0,0.050276847144777204,0.050276847144777204
2020-02-09,9889.4248046875,10457.626953125,9729.3349609375,9863.89453125,292846186323,59.04488043558757,1,0,0.00246379832985566,0.00246379832985566
2020-02-16,9663.181640625,10191.67578125,9507.6376953125,9889.1796875,305329955285,59.41027918100297,1,0,-0.022877282403245824,-0.022877282403245824
2020-02-23,8599.5087890625,9951.74609375,8492.9326171875,9663.318359375,305069030982,60.32154181172541,1,0,-0.11007480673763914,-0.11007480673763914
2020-03-01,8909.9541015625,9167.6953125,8471.212890625,8599.7587890625,272082131516,61.24434911838873,1,0,0.036100354114975364,0.036100354114975364
2020-03-08,5200.3662109375,8914.34375,4106.98095703125,8908.2060546875,332098436854,37.80123138962946,1,0,-0.4163419753166254,-0.4163419753166254
2020-03-15,6185.06640625,6844.26171875,4575.35791015625,5201.06689453125,303805458800,45.39828698992744,1,0,0.18935208702061446,0.18935208702061446
2020-03-22,6242.19384765625,6892.51123046875,5785.00439453125,6185.55810546875,284194221210,45.34819551691163,1,0,0.009236350534332693,0.009236350534332693
2020-03-29,6867.52734375,7088.24755859375,5903.234375,6245.62451171875,258431377145,47.894731557438774,1,0,0.10017848073214575,0.10017848073214575
2020-04-05,6859.0830078125,7427.939453125,6715.92919921875,6862.53759765625,267874112804,47.40172876284279,1,0,-0.0012296035406665906,-0.0012296035406665906
2020-04-12,7257.6650390625,7269.95654296875,6555.50439453125,6858.06787109375,252521475692,46.24553905078589,1,0,0.05811010463002342,0.05811010463002342
2020-04-19,7569.93603515625,7641.36376953125,6834.4423828125,7260.92236328125,245976069577,42.990502620344195,1,0,0.04302637203742976,0.04302637203742976
2020-04-26,8988.5966796875,9440.650390625,7561.40771484375,7570.13916015625,313788719561,52.9179736364325,1,0,0.18740721690945805,0.18740721690945805
2020-05-03,9593.896484375,9996.7431640625,8645.0244140625,8983.6142578125,344800501489,50.98376773205899,1,0,0.06734085711681348,0.06734085711681348
2020-05-10,9377.013671875,9793.2685546875,8374.3232421875,9591.1689453125,348896476067,47.55005424172654,1,0,-0.022606332354453085,-0.022606332354453085
2020-05-17,9209.287109375,9906.0302734375,8869.9306640625,9374.9296875,254576720260,46.63464024198316,1,0,-0.017886991356648174,-0.017886991356648174
2020-05-24,9700.4140625,9704.0302734375,8719.66796875,9212.283203125,226118374712,50.179522274680856,1,0,0.05332952999424201,0.05332952999424201
2020-05-31,9653.6796875,10199.5654296875,9432.296875,9700.10546875,196986755678,55.63551584444745,1,0,-0.00481777114862203,-0.00481777114862203
2020-06-07,9475.27734375,9938.2978515625,9263.0693359375,9653.0029296875,166348037812,53.06545172137667,1,0,-0.01848024271832871,-0.01848024271832871
2020-06-14,9332.3408203125,9579.4306640625,8990.17578125,9477.5537109375,141967532269,86.53880098723128,0,-1,-0.015085207350873264,-0.015085207350873264
2020-06-21,9045.390625,9680.3671875,8998.216796875,9330.9267578125,126627067638,78.85439944643157,0,-1,-0.030747933539668093,-0.0
2020-06-28,9132.48828125,9309.7548828125,8975.525390625,9048.4609375,104437182247,78.98149153658348,0,-1,0.009628954664409495,0.0
2020-07-05,9240.3466796875,9450.3359375,8977.015625,9126.0908203125,112445330446,76.54769898971402,0,-1,0.011810406443000243,0.0
2020-07-12,9159.0400390625,9319.4189453125,9088.947265625,9241.0546875,107813092857,75.31968418608251,0,-1,-0.008799089844078178,-0.0
2020-07-19,9677.11328125,9704.556640625,9097.6328125,9158.005859375,112605682030,75.95235396638607,0,-1,0.05656414209108851,0.0
2020-07-26,11759.5927734375,11794.775390625,9652.84765625,9680.234375,181344937414,82.57120048649443,0,-1,0.21519635367113366,0.0
2020-08-02,11754.0458984375,12034.14453125,11012.4150390625,11758.7646484375,157448343336,77.55297668901143,0,-1,-0.00047168937792885224,-0.0
2020-08-09,11865.6982421875,12150.994140625,11195.708984375,11737.3251953125,170823135014,75.10403337182944,0,-1,0.009499056300677156,0.0
2020-08-16,11681.8251953125,12359.056640625,11448.8056640625,11866.685546875,163519001556,75.65596935537627,0,-1,-0.015496184305551886,-0.0
2020-08-23,11506.865234375,11807.6318359375,11185.94140625,11679.6962890625,148464885726,75.5343312117672,0,-1,-0.014977108286786,-0.0
2020-08-30,10169.5673828125,12067.0810546875,9946.67578125,11508.7138671875,204203974058,54.38857335579569,0,0,-0.11621739060326586,-0.0
2020-09-06,10442.1708984375,10578.837890625,9916.4931640625,10167.216796875,264691421110,57.07669916068086,0,0,0.02680581241692992,0.0
2020-09-13,11094.3466796875,11134.0927734375,10224.330078125,10452.3994140625,222497791552,63.392223476777524,0,0,0.062455957443445786,0.0
2020-09-20,10750.7236328125,11095.8701171875,10197.865234375,11095.8701171875,234340470055,61.35524182262536,0,0,-0.03097280595207419,-0.0
2020-09-27,10549.3291015625,10945.34765625,10416.689453125,10746.892578125,325606697432,62.20740701048435,0,0,-0.01873311398642219,-0.0
2020-10-04,11296.361328125,11442.2109375,10528.890625,10550.4404296875,308204399345,65.86445812547595,0,0,0.07081324502918895,0.0
2020-10-11,11358.1015625,11698.4677734375,11223.0126953125,11296.08203125,163730590676,65.63205119019008,0,0,0.005465497480262371,0.0
2020-10-18,13108.0625,13184.56640625,11347.578125,11355.982421875,204721671027,73.38799594819267,0,0,0.15407160500111083,0.0
